x,y
0.03857092316235833,0.06639132321684607
0.16677634653232146,1.0274832977473267
0.1831527336532205,1.2453018088581933
0.1873586470614216,1.0047814627724303
0.2431156753134085,1.2641206967402017
0.2892992815482438,0.4983300116283211
0.3428052291614103,0.5975017977451754
0.3454986400504001,0.629410260984959
0.3864771696146654,0.8227045670178283
0.4300468142111865,0.5575805722415722
0.4844984551528021,0.5650526186807526
0.4919289392847462,-0.3932219581301353
0.6149324753622187,-0.912891706931243
0.6380539847173851,-1.1282498703551047
0.6977363851237776,-1.1104554694371696
0.7024274240680553,-0.5703425644056388
0.7290856206264126,-0.6202092269771708
0.8734008431011248,-0.8732355889131802
0.8980071182251496,-0.18747150111083224
0.9509640316267164,-0.02581538043416365
